date,presentprice,open,highprice,lowprice,change%
20151201,"1,155.69","1,159.59","1,162.60","1,154.33",-0.42
20151130,"1,160.61","1,155.77","1,161.90","1,154.48",0.33
20151127,"1,156.83","1,147.75","1,157.40","1,147.53",0.69
20151126,"1,148.88","1,143.21","1,151.44","1,140.96",0.41
20151125,"1,144.21","1,145.72","1,148.70","1,141.21",-0.22
20151124,"1,146.72","1,157.86","1,160.20","1,145.45",-1.05
20151123,"1,158.86","1,153.61","1,161.98","1,153.39",0.37
20151120,"1,154.62","1,154.86","1,160.62","1,149.80",-0.09
20151119,"1,155.66","1,165.39","1,168.30","1,154.50",-0.91
20151118,"1,166.30","1,168.67","1,175.75","1,165.33",-0.3
20151117,"1,169.77","1,168.63","1,173.25","1,166.43",0.01
20151116,"1,169.64","1,169.25","1,175.66","1,168.64",-0.06
20151113,"1,170.34","1,158.28","1,171.64","1,156.96",0.95
20151112,"1,159.28","1,154.28","1,163.04","1,150.42",0.35
20151111,"1,155.23","1,157.90","1,159.19","1,152.30",-0.32
20151110,"1,158.93","1,157.78","1,162.74","1,155.15",0.01
20151109,"1,158.79","1,152.60","1,162.70","1,151.10",0.52
20151106,"1,152.78","1,136.96","1,155.84","1,135.55",1.31
20151105,"1,137.91","1,134.21","1,143.14","1,133.89",0.23
20151104,"1,135.25","1,128.91","1,139.04","1,126.90",0.47
20151103,"1,129.91","1,137.38","1,138.88","1,127.85",-0.74
20151102,"1,138.38","1,139.66","1,144.20","1,135.65",-0.24
20151030,"1,141.16","1,141.17","1,142.85","1,135.10",-0.09
20151029,"1,142.19","1,145.18","1,148.39","1,139.60",-0.3
20151028,"1,145.60","1,135.18","1,149.40","1,127.61",0.83
20151027,"1,136.14","1,128.63","1,137.45","1,128.10",0.58
20151026,"1,129.63","1,135.75","1,139.20","1,127.43",-0.56
20151023,"1,136.01","1,129.35","1,137.96","1,122.15",0.5
20151022,"1,130.36","1,139.03","1,142.12","1,128.64",-0.85
20151021,"1,140.07","1,130.48","1,141.97","1,127.60",0.76
20151020,"1,131.49","1,131.06","1,135.90","1,125.85",-0.05
20151019,"1,132.06","1,130.72","1,133.60","1,118.58",0.05
20151016,"1,131.44","1,122.13","1,133.53","1,121.68",0.75
20151015,"1,123.04","1,136.01","1,140.00","1,120.24",-1.23
20151014,"1,137.01","1,149.29","1,155.60","1,134.54",-1.15
20151013,"1,150.29","1,143.16","1,152.85","1,142.77",0.54
20151012,"1,144.16","1,146.90","1,150.80","1,139.34",-0.34
20151009,"1,148.05","1,151.85","1,153.31","1,139.07",-0.43
20151008,"1,152.98","1,158.68","1,163.50","1,151.05",-0.5
20151007,"1,158.81","1,160.57","1,168.90","1,150.51",-0.24
20151006,"1,161.58","1,160.23","1,170.05","1,159.69",0.05
20151005,"1,161.01","1,171.85","1,175.60","1,158.20",-1.03
20151002,"1,173.10","1,177.89","1,185.70","1,171.58",-0.48
20151001,"1,178.71","1,184.28","1,185.90","1,173.97",-0.56
20150930,"1,185.29","1,194.55","1,197.45","1,179.85",-0.9
20150929,"1,196.02","1,194.69","1,199.67","1,192.96",0
20150928,"1,196.04","1,192.45","1,197.05","1,191.50",0.25
20150925,"1,193.07","1,190.55","1,199.60","1,187.94",0.16
20150924,"1,191.14","1,194.02","1,200.90","1,187.99",-0.32
20150923,"1,194.94","1,184.56","1,196.05","1,182.52",0.79
20150922,"1,185.56","1,177.45","1,188.71","1,173.80",0.6
20150921,"1,178.45","1,172.58","1,181.29","1,169.90",0.46
20150918,"1,173.04","1,165.34","1,173.59","1,159.76",0.53
20150917,"1,166.89","1,169.12","1,173.50","1,157.43",-0.28
20150916,"1,170.22","1,178.10","1,182.40","1,169.04",-0.76
20150915,"1,179.13","1,181.83","1,187.70","1,176.79",-0.31
20150914,"1,182.83","1,181.40","1,184.80","1,176.61",0.01
20150911,"1,182.69","1,181.93","1,186.80","1,180.85",-0.02
20150910,"1,182.93","1,189.88","1,199.70","1,180.54",-0.72
20150909,"1,191.51","1,193.93","1,196.30","1,184.84",-0.29
20150908,"1,194.96","1,202.73","1,209.60","1,191.74",-0.7
20150907,"1,203.40","1,200.42","1,208.00","1,196.88",0.17
20150904,"1,201.33","1,189.57","1,201.76","1,186.25",0.86
20150903,"1,191.04","1,182.95","1,193.75","1,181.82",0.59
20150902,"1,184.08","1,179.48","1,185.60","1,174.73",0.34
20150901,"1,180.05","1,182.10","1,183.90","1,169.40",-0.23
20150831,"1,182.82","1,179.75","1,185.80","1,178.40",0.25
20150828,"1,179.87","1,173.33","1,185.05","1,171.35",0.49
20150827,"1,174.13","1,182.08","1,189.10","1,170.28",-0.77
20150826,"1,183.20","1,189.94","1,195.00","1,181.74",-0.65
20150825,"1,190.95","1,189.95","1,198.80","1,174.25",0
20150824,"1,190.94","1,194.51","1,208.37","1,185.87",-0.41
20150821,"1,195.85","1,183.94","1,196.41","1,183.34",0.92
20150820,"1,184.93","1,183.16","1,192.95","1,178.75",0.07
20150819,"1,184.16","1,184.75","1,189.00","1,180.83",-0.16
20150818,"1,186.07","1,182.32","1,187.85","1,180.14",0.23
20150817,"1,183.36","1,178.55","1,186.50","1,177.47",0.34
20150814,"1,179.33","1,177.82","1,183.85","1,175.33",0.07
20150813,"1,178.51","1,172.79","1,183.00","1,169.20",0.42
20150812,"1,173.58","1,178.11","1,196.40","1,170.89",-0.48
20150811,"1,179.23","1,158.21","1,184.05","1,155.49",1.73
20150810,"1,159.20","1,163.75","1,169.80","1,157.76",-0.47
20150807,"1,164.70","1,162.86","1,172.24","1,160.20",0.09
20150806,"1,163.68","1,172.74","1,174.45","1,161.84",-0.87
20150805,"1,173.91","1,168.13","1,177.07","1,166.96",0.39
20150804,"1,169.37","1,169.98","1,172.80","1,159.06",-0.14
20150803,"1,171.04","1,166.15","1,171.90","1,161.71",0.37
20150731,"1,166.67","1,171.98","1,174.55","1,156.29",-0.55
20150730,"1,173.17","1,161.03","1,175.50","1,160.70",0.96
20150729,"1,162.04","1,159.56","1,162.35","1,154.63",0.14
20150728,"1,160.46","1,166.40","1,171.42","1,158.75",-0.61
20150727,"1,167.56","1,169.75","1,174.60","1,163.60",-0.24
20150724,"1,170.35","1,161.13","1,175.15","1,158.95",0.71
20150723,"1,162.13","1,155.87","1,167.10","1,155.58",0.44
20150722,"1,157.04","1,147.86","1,158.70","1,147.59",0.71
20150721,"1,148.84","1,155.71","1,160.70","1,147.04",-0.68
20150720,"1,156.70","1,149.25","1,159.13","1,148.88",0.57
20150717,"1,150.18","1,145.81","1,151.33","1,144.50",0.3
20150716,"1,146.79","1,146.47","1,151.30","1,142.02",-0.06
20150715,"1,147.51","1,141.86","1,149.25","1,138.53",0.38
20150714,"1,143.21","1,135.61","1,145.05","1,134.66",0.58
20150713,"1,136.59","1,130.84","1,137.27","1,127.25",0.48
20150710,"1,131.20","1,131.23","1,134.10","1,125.46",-0.09
20150709,"1,132.22","1,135.37","1,140.80","1,128.75",-0.29
20150708,"1,135.53","1,133.78","1,140.00","1,131.19",0.06
20150707,"1,134.80","1,125.43","1,137.85","1,124.79",0.77
20150706,"1,126.09","1,121.16","1,129.50","1,121.14",0.31
20150703,"1,122.60","1,122.50","1,125.53","1,116.55",-0.08
20150702,"1,123.50","1,124.19","1,127.03","1,118.08",-0.15
20150701,"1,125.21","1,118.41","1,126.97","1,114.77",0.46
20150630,"1,120.03","1,119.07","1,121.80","1,114.20",-0.01
20150629,"1,120.16","1,121.94","1,128.60","1,117.40",-0.25
20150626,"1,122.95","1,110.99","1,126.47","1,109.84",0.99
20150625,"1,111.98","1,108.56","1,113.33","1,107.12",0.16
20150624,"1,110.18","1,105.09","1,112.63","1,103.90",0.31
20150623,"1,106.73","1,100.46","1,109.23","1,099.67",0.49
20150622,"1,101.38","1,101.85","1,104.80","1,097.20",-0.16
20150619,"1,103.20","1,104.94","1,108.80","1,099.60",-0.22
20150618,"1,105.58","1,112.78","1,114.90","1,100.33",-0.86
20150617,"1,115.15","1,117.67","1,124.69","1,111.27",-0.32
20150616,"1,118.74","1,115.62","1,120.74","1,114.77",0.19
20150615,"1,116.62","1,111.35","1,119.60","1,110.89",0.4
20150612,"1,112.17","1,112.40","1,118.32","1,108.19",-0.11
20150611,"1,113.44","1,109.72","1,116.19","1,104.90",0.23
20150610,"1,110.86","1,120.45","1,123.20","1,107.00",-0.94
20150609,"1,121.45","1,117.87","1,123.25","1,116.75",0.23
20150608,"1,118.87","1,123.95","1,126.95","1,117.12",-0.5
20150605,"1,124.54","1,112.70","1,124.80","1,109.75",0.98
20150604,"1,113.65","1,106.43","1,114.70","1,105.82",0.55
20150603,"1,107.51","1,106.60","1,110.80","1,102.90",-0.01
20150602,"1,107.58","1,115.15","1,117.80","1,105.87",-0.77
20150601,"1,116.20","1,112.35","1,117.31","1,108.40",0.29
20150529,"1,113.01","1,107.68","1,115.64","1,105.89",0.39
20150528,"1,108.68","1,108.43","1,111.62","1,103.49",-0.07
20150527,"1,109.43","1,106.75","1,112.21","1,103.19",0.14
20150526,"1,107.92","1,096.02","1,108.35","1,095.69",1
20150525,"1,096.96","1,096.55","1,098.31","1,095.39",0.03
20150522,"1,096.68","1,092.32","1,096.75","1,087.90",0.31
20150521,"1,093.32","1,095.16","1,097.92","1,091.48",-0.27
20150520,"1,096.28","1,094.39","1,099.15","1,092.67",0.08
20150519,"1,095.37","1,089.45","1,096.15","1,087.15",0.45
20150518,"1,090.45","1,083.10","1,091.35","1,082.60",0.62
20150515,"1,083.72","1,088.16","1,095.80","1,082.46",-0.45
20150514,"1,088.61","1,091.97","1,098.30","1,087.40",-0.4
20150513,"1,092.97","1,092.22","1,101.20","1,088.88",-0.02
20150512,"1,093.24","1,096.14","1,098.80","1,091.22",-0.36
20150511,"1,097.14","1,087.40","1,097.90","1,083.80",0.84
20150508,"1,087.99","1,093.11","1,095.00","1,086.01",-0.55
20150507,"1,094.01","1,079.20","1,097.20","1,077.68",1.26
20150506,"1,080.35","1,080.40","1,083.60","1,076.80",-0.09
20150505,"1,081.34","1,080.82","1,084.63","1,079.72",-0.05
20150504,"1,081.83","1,080.25","1,083.40","1,078.19",0.04
20150501,"1,081.35","1,076.34","1,083.03","1,074.98",0.37
20150430,"1,077.34","1,068.94","1,078.85","1,066.80",0.66
20150429,"1,070.32","1,063.37","1,073.57","1,063.01",0.56
20150428,"1,064.38","1,068.01","1,072.80","1,062.70",-0.43
20150427,"1,069.01","1,076.60","1,077.86","1,067.36",-0.69
20150424,"1,076.39","1,079.97","1,082.35","1,074.10",-0.42
20150423,"1,080.97","1,083.00","1,085.80","1,078.62",-0.29
20150422,"1,084.07","1,082.33","1,085.80","1,075.00",0.1
20150421,"1,083.02","1,082.26","1,086.50","1,080.50",-0.02
20150420,"1,083.25","1,082.11","1,085.40","1,076.67",-0.05
20150417,"1,083.79","1,083.57","1,087.70","1,077.84",-0.06
20150416,"1,084.45","1,091.39","1,096.28","1,080.72",-0.72
20150415,"1,092.34","1,091.06","1,099.50","1,090.57",0.03
20150414,"1,092.06","1,100.61","1,102.78","1,090.14",-0.87
20150413,"1,101.64","1,093.26","1,103.89","1,091.90",0.7
20150410,"1,093.96","1,095.74","1,098.00","1,091.64",-0.25
20150409,"1,096.74","1,091.98","1,097.15","1,088.95",0.35
20150408,"1,092.93","1,094.57","1,096.90","1,088.18",-0.24
20150407,"1,095.57","1,084.82","1,095.91","1,084.60",0.87
20150406,"1,086.13","1,084.89","1,089.90","1,082.70",-0.03
20150403,"1,086.48","1,090.23","1,097.80","1,083.10",-0.44
20150402,"1,091.29","1,097.30","1,101.60","1,088.36",-0.64
20150401,"1,098.30","1,107.99","1,109.50","1,095.77",-0.96
20150331,"1,108.99","1,105.31","1,113.40","1,104.88",0.14
20150330,"1,107.49","1,103.25","1,108.38","1,102.05",0.34
20150327,"1,103.73","1,104.05","1,107.55","1,101.75",-0.12
20150326,"1,105.07","1,100.90","1,109.20","1,099.35",0.29
20150325,"1,101.90","1,102.69","1,106.78","1,098.35",-0.16
20150324,"1,103.69","1,105.62","1,109.60","1,099.73",-0.27
20150323,"1,106.73","1,112.50","1,120.00","1,104.46",-0.61
20150320,"1,113.51","1,121.07","1,128.15","1,110.61",-0.76
20150319,"1,122.03","1,110.83","1,124.36","1,109.59",0.93
20150318,"1,111.66","1,128.15","1,130.95","1,110.32",-1.56
20150317,"1,129.30","1,130.71","1,133.50","1,124.53",-0.23
20150316,"1,131.91","1,137.35","1,139.11","1,127.83",-0.55
20150313,"1,138.12","1,124.97","1,139.01","1,120.38",1.11
20150312,"1,125.64","1,131.08","1,136.80","1,118.25",-0.57
20150311,"1,132.08","1,126.50","1,133.27","1,122.90",0.41
20150310,"1,127.41","1,114.05","1,127.41","1,114.00",1.11
20150309,"1,115.00","1,110.41","1,117.09","1,107.40",0.38
20150306,"1,110.81","1,101.33","1,112.84","1,096.71",0.77
20150305,"1,102.35","1,100.52","1,103.35","1,098.63",0.08
20150304,"1,101.52","1,095.83","1,102.60","1,093.87",0.43
20150303,"1,096.83","1,102.05","1,105.10","1,094.35",-0.56
20150302,"1,103.05","1,101.05","1,106.70","1,099.10",0.16
20150227,"1,101.28","1,101.65","1,102.86","1,096.76",-0.12
20150226,"1,102.65","1,099.71","1,103.19","1,092.87",0.18
20150225,"1,100.71","1,104.83","1,106.70","1,096.49",-0.46
20150224,"1,105.83","1,107.40","1,116.48","1,104.37",-0.23
20150223,"1,108.40","1,107.95","1,112.30","1,106.65",-0.19
20150220,"1,110.56","1,110.82","1,112.84","1,108.77",-0.11
20150219,"1,111.82","1,107.62","1,113.70","1,107.27",0.29
20150218,"1,108.62","1,107.87","1,114.97","1,106.93",-0.02
20150217,"1,108.87","1,100.77","1,109.20","1,096.90",0.64
20150216,"1,101.77","1,096.67","1,104.20","1,093.06",0.35
20150213,"1,097.88","1,100.56","1,102.21","1,094.80",-0.33
20150212,"1,101.56","1,107.25","1,112.32","1,100.47",-0.6
20150211,"1,108.25","1,098.30","1,110.15","1,095.21",0.81
20150210,"1,099.30","1,094.23","1,100.76","1,087.54",0.37
20150209,"1,095.23","1,096.75","1,100.40","1,093.81",-0.25
20150206,"1,098.01","1,085.54","1,098.64","1,084.31",1.06
20150205,"1,086.54","1,087.09","1,093.30","1,084.65",-0.14
20150204,"1,088.09","1,092.04","1,093.90","1,083.11",-0.45
20150203,"1,093.04","1,098.45","1,101.85","1,090.96",-0.58
20150202,"1,099.45","1,100.90","1,104.80","1,096.61",-0.27
20150130,"1,102.40","1,098.96","1,106.30","1,091.67",0.22
20150129,"1,099.96","1,084.87","1,100.77","1,084.40",1.3
20150128,"1,085.87","1,077.01","1,088.70","1,076.60",0.73
20150127,"1,078.01","1,079.70","1,085.30","1,074.50",-0.25
20150126,"1,080.70","1,077.28","1,084.08","1,076.45",0.3
20150123,"1,077.51","1,084.24","1,088.10","1,075.08",-0.71
20150122,"1,085.24","1,081.30","1,089.40","1,080.91",0.27
20150121,"1,082.30","1,087.02","1,092.10","1,080.00",-0.53
20150120,"1,088.02","1,078.40","1,089.81","1,078.15",0.8
20150119,"1,079.40","1,078.30","1,084.80","1,075.84",0.03
20150116,"1,079.07","1,074.87","1,081.60","1,072.81",0.31
20150115,"1,075.69","1,081.85","1,087.70","1,073.38",-0.66
20150114,"1,082.85","1,077.78","1,086.32","1,075.76",0.38
20150113,"1,078.78","1,081.72","1,086.60","1,076.42",-0.36
20150112,"1,082.72","1,084.11","1,088.10","1,079.90",-0.29
20150109,"1,085.82","1,094.51","1,097.10","1,084.32",-0.88
20150108,"1,095.51","1,097.74","1,102.00","1,093.89",-0.29
20150107,"1,098.74","1,098.00","1,103.95","1,094.10",-0.02
20150106,"1,099.00","1,108.93","1,110.20","1,095.75",-0.98
20150105,"1,109.93","1,105.90","1,112.60","1,104.16",0.27
20150102,"1,106.92","1,091.73","1,107.27","1,091.03",1.32
20150101,"1,092.45","1,092.90","1,094.28","1,091.45",-0.13
20141231,"1,093.90","1,095.92","1,096.96","1,086.67",-0.28
20141230,"1,096.92","1,099.30","1,101.11","1,093.89",-0.31
20141229,"1,100.30","1,097.60","1,100.88","1,096.30",0.05
20141226,"1,099.80","1,100.85","1,102.90","1,097.00",-0.19
20141225,"1,101.85","1,103.35","1,104.61","1,100.61",-0.23
20141224,"1,104.35","1,105.57","1,107.44","1,100.53",-0.2
20141223,"1,106.57","1,099.12","1,107.77","1,096.46",0.59
20141222,"1,100.12","1,099.01","1,100.90","1,093.46",0
20141219,"1,100.11","1,098.74","1,104.30","1,096.26",0.03
20141218,"1,099.74","1,096.83","1,106.60","1,094.63",0.24
20141217,"1,097.16","1,080.01","1,099.50","1,079.91",1.49
20141216,"1,081.01","1,096.77","1,099.80","1,078.20",-1.53
20141215,"1,097.77","1,102.80","1,106.40","1,096.70",-0.6
20141212,"1,104.35","1,101.85","1,107.00","1,099.96",0.14
20141211,"1,102.85","1,100.62","1,104.11","1,095.30",0.11
20141210,"1,101.62","1,103.93","1,109.40","1,099.00",-0.3
20141209,"1,104.93","1,111.06","1,115.70","1,101.15",-0.64
20141208,"1,112.06","1,121.15","1,122.50","1,109.82",-0.85
20141205,"1,121.60","1,111.39","1,122.11","1,109.80",0.83
20141204,"1,112.36","1,115.08","1,118.80","1,109.94",-0.34
20141203,"1,116.11","1,114.32","1,118.80","1,110.20",0.07
20141202,"1,115.32","1,108.90","1,116.48","1,103.50",0.47
20141201,"1,110.09","1,112.29","1,120.63","1,105.31",-0.28
20141128,"1,113.17","1,099.37","1,113.27","1,098.96",1.17
20141127,"1,100.32","1,102.77","1,104.60","1,095.96",-0.31
20141126,"1,103.74","1,109.16","1,110.60","1,102.59",-0.58
20141125,"1,110.22","1,112.97","1,117.10","1,108.00",-0.34
20141124,"1,114.02","1,110.19","1,118.15","1,108.40",0.25
20141121,"1,111.25","1,111.13","1,116.40","1,106.40",-0.06
20141120,"1,111.91","1,112.80","1,118.15","1,109.40",-0.17
20141119,"1,113.80","1,099.98","1,114.25","1,098.90",1.18
20141118,"1,100.85","1,100.08","1,102.50","1,094.85",-0.01
20141117,"1,100.93","1,099.40","1,104.87","1,091.90",0.01
20141114,"1,100.84","1,095.67","1,105.71","1,095.28",0.38
20141113,"1,096.68","1,094.55","1,100.30","1,091.26",0.09
20141112,"1,095.66","1,093.78","1,103.50","1,090.92",0.09
20141111,"1,094.72","1,089.50","1,099.37","1,086.85",0.41
20141110,"1,090.29","1,089.50","1,090.58","1,083.25",0.32
20141107,"1,086.84","1,090.00","1,095.52","1,085.00",-0.38
20141106,"1,091.00","1,088.02","1,091.94","1,083.02",0.04
20141105,"1,090.54","1,078.20","1,093.68","1,077.90",1.15
20141104,"1,078.09","1,082.18","1,083.84","1,075.41",-0.47
20141103,"1,083.15","1,082.24","1,083.81","1,071.60",0.89
20141031,"1,073.60","1,053.66","1,075.10","1,052.70",1.79
20141030,"1,054.67","1,052.68","1,059.84","1,052.25",0.05
20141029,"1,054.19","1,046.87","1,055.48","1,043.70",0.59
20141028,"1,048.03","1,050.75","1,052.58","1,046.50",-0.29
20141027,"1,051.03","1,055.70","1,057.55","1,049.61",-0.61
20141024,"1,057.50","1,059.50","1,062.80","1,054.58",-0.28
20141023,"1,060.50","1,052.73","1,060.90","1,051.75",0.64
20141022,"1,053.74","1,054.30","1,056.40","1,049.92",-0.15
20141021,"1,055.30","1,055.25","1,057.40","1,051.90",-0.09
20141020,"1,056.20","1,062.67","1,064.50","1,055.20",-0.67
20141017,"1,063.37","1,060.02","1,067.50","1,060.00",0.22
20141016,"1,061.07","1,059.60","1,067.81","1,056.80",0.01
20141015,"1,060.97","1,064.58","1,069.90","1,057.13",-0.45
20141014,"1,065.78","1,065.74","1,068.82","1,061.10",-0.12
20141013,"1,067.10","1,073.10","1,074.90","1,065.15",-0.65
20141010,"1,074.10","1,062.60","1,076.07","1,062.60",0.99
20141009,"1,063.60","1,074.40","1,075.65","1,062.32",-1.1
20141008,"1,075.40","1,066.00","1,077.05","1,066.00",0.54
20141007,"1,069.65","1,063.70","1,070.55","1,062.50",0.07
20141006,"1,068.90","1,074.80","1,074.95","1,067.70",0.71
20141003,"1,061.35","1,061.10","1,061.35","1,061.10",0
20141002,"1,061.35","1,060.80","1,064.05","1,057.10",-0.15
20141001,"1,062.95","1,056.80","1,064.65","1,056.80",0.76
20140930,"1,054.95","1,055.50","1,057.40","1,051.40",0.15
20140929,"1,053.40","1,047.90","1,054.45","1,047.80",0.87
20140926,"1,044.35","1,043.10","1,044.65","1,040.90",0.07
20140925,"1,043.65","1,040.10","1,044.65","1,040.10",0.35
20140924,"1,040.02","1,040.20","1,041.75","1,038.00",-0.01
20140923,"1,040.15","1,042.90","1,045.15","1,037.90",-0.08
20140922,"1,041.00","1,040.80","1,043.60","1,038.10",-0.31
20140919,"1,044.20","1,043.40","1,048.45","1,041.50",0.02
20140918,"1,043.95","1,042.80","1,043.95","1,039.40",0.87
20140917,"1,034.90","1,031.90","1,035.50","1,031.90",-0.13
20140916,"1,036.20","1,037.80","1,038.05","1,031.90",-0.22
20140915,"1,038.50","1,038.30","1,041.60","1,036.30",0.31
20140912,"1,035.30","1,035.80","1,041.20","1,034.40",-0.06
20140911,"1,035.97","1,031.90","1,036.59","1,031.60",0.15
20140910,"1,034.40","1,034.30","1,034.75","1,033.80",-0.03
20140909,"1,034.72","1,034.15","1,034.72","1,033.75",1.02
20140908,"1,024.25","1,024.00","1,027.35","1,024.00",-0.04
20140905,"1,024.65","1,022.90","1,027.50","1,022.40",0.54
20140904,"1,019.10","1,017.90","1,019.30","1,016.90",-0.08
20140903,"1,019.95","1,018.20","1,022.20","1,015.90",0.13
20140902,"1,018.60","1,012.70","1,018.90","1,011.90",0.55
20140901,"1,013.05","1,013.30","1,015.95","1,012.80",-0.1
20140829,"1,014.10","1,014.90","1,016.85","1,012.80",-0.1
20140828,"1,015.10","1,013.50","1,015.10","1,012.70",0.07
20140827,"1,014.35","1,014.90","1,016.00","1,013.40",-0.23
20140826,"1,016.65","1,017.70","1,019.90","1,016.00",-0.33
20140825,"1,020.05","1,018.80","1,023.20","1,018.80",0.2
20140822,"1,018.00","1,020.90","1,022.30","1,016.90",-0.55
20140821,"1,023.65","1,022.90","1,024.85","1,022.20",0.08
20140820,"1,022.85","1,019.40","1,022.85","1,018.70",0.48
20140819,"1,017.95","1,016.40","1,019.35","1,016.30",0.03
20140818,"1,017.60","1,017.90","1,019.95","1,015.30",-0.35
20140815,"1,021.20","1,020.95","1,021.20","1,020.95",0
20140814,"1,021.20","1,029.40","1,031.45","1,020.40",-0.88
20140813,"1,030.25","1,026.80","1,030.30","1,026.40",0.3
20140812,"1,027.15","1,029.40","1,030.25","1,025.80",-0.32
20140811,"1,030.40","1,030.20","1,033.20","1,028.00",-0.59
20140808,"1,036.55","1,036.40","1,041.25","1,033.90",-0.04
20140807,"1,037.00","1,032.80","1,037.85","1,030.80",0.29
20140806,"1,034.00","1,034.30","1,035.55","1,032.50",0.56
20140805,"1,028.20","1,030.40","1,033.10","1,027.90",-0.5
20140804,"1,033.35","1,031.30","1,034.50","1,029.00",-0.42
20140801,"1,037.75","1,032.30","1,038.25","1,029.90",0.95
20140731,"1,028.00","1,026.40","1,028.00","1,024.30",0.32
20140730,"1,024.75","1,026.40","1,027.55","1,021.40",-0.03
20140729,"1,025.05","1,024.90","1,026.10","1,023.20",-0.12
20140728,"1,026.25","1,026.40","1,027.60","1,023.30",0.02
20140725,"1,026.05","1,030.40","1,032.65","1,025.50",-0.33
20140724,"1,029.45","1,023.80","1,030.40","1,023.80",0.51
20140723,"1,024.20","1,023.10","1,024.40","1,021.80",-0.04
20140722,"1,024.60","1,024.90","1,026.60","1,023.30",-0.24
20140721,"1,027.05","1,028.60","1,029.50","1,025.80",-0.24
20140718,"1,029.50","1,033.80","1,035.20","1,027.90",0.03
20140717,"1,029.20","1,028.30","1,033.65","1,025.50",-0.29
20140716,"1,032.15","1,027.40","1,036.15","1,027.40",0.5
20140715,"1,027.00","1,018.60","1,028.65","1,018.60",0.75
20140714,"1,019.35","1,019.30","1,020.60","1,017.40",0.03
20140711,"1,019.05","1,015.30","1,021.05","1,014.80",0.55
20140710,"1,013.50","1,008.90","1,013.90","1,008.90",0.12
20140709,"1,012.25","1,012.00","1,013.05","1,011.50",0.03
20140708,"1,011.90","1,010.90","1,012.40","1,010.40",0.04
20140707,"1,011.50","1,007.90","1,011.85","1,007.90",0.2
20140704,"1,009.45","1,008.50","1,010.25","1,008.20",0.02
20140703,"1,009.25","1,008.90","1,011.00","1,008.00",-0.03
20140702,"1,009.60","1,010.25","1,011.20","1,008.80",-0.13
20140701,"1,010.88","1,011.40","1,013.02","1,010.25",-0.11
20140630,"1,012.00","1,012.90","1,014.10","1,010.60",-0.21
20140627,"1,014.12","1,015.60","1,016.77","1,013.00",-0.25
20140626,"1,016.70","1,017.70","1,018.40","1,015.90",-0.32
20140625,"1,019.95","1,018.40","1,021.70","1,018.40",0.09
20140624,"1,019.00","1,017.90","1,019.80","1,017.10",0
20140623,"1,019.00","1,018.90","1,020.50","1,017.20",-0.22
20140620,"1,021.21","1,018.80","1,021.35","1,018.40",0.22
20140619,"1,018.92","1,016.90","1,019.40","1,016.90",-0.41
20140618,"1,023.12","1,022.70","1,024.38","1,021.85",0.11
20140617,"1,022.00","1,020.90","1,023.15","1,020.40",0.15
20140616,"1,020.50","1,018.00","1,020.70","1,018.00",0.24
20140613,"1,018.05","1,017.10","1,018.95","1,017.05",0.03
20140612,"1,017.70","1,016.90","1,018.70","1,015.80",0.19
20140611,"1,015.80","1,015.90","1,017.30","1,015.40",-0.14
20140610,"1,017.20","1,015.90","1,018.05","1,015.30",0.04
20140609,"1,016.75","1,019.40","1,020.10","1,015.60",-0.31
20140606,"1,019.95","1,019.70","1,019.95","1,019.70",-0.05
20140605,"1,020.50","1,024.80","1,026.00","1,019.70",-0.29
20140604,"1,023.50","1,023.00","1,023.50","1,023.00",0
20140603,"1,023.50","1,024.30","1,026.20","1,022.80",-0.1
20140602,"1,024.50","1,020.70","1,025.50","1,020.50",0.36
20140530,"1,020.80","1,018.70","1,022.00","1,017.90",-0.01
20140529,"1,020.90","1,021.00","1,023.10","1,020.00",-0.13
20140528,"1,022.25","1,023.60","1,024.55","1,020.80",-0.17
20140527,"1,024.00","1,023.30","1,025.00","1,022.60",-0.03
20140526,"1,024.30","1,023.90","1,025.05","1,023.30",-0.05
20140523,"1,024.85","1,023.80","1,025.70","1,023.00",0.01
20140522,"1,024.75","1,026.20","1,026.95","1,023.80",-0.23
20140521,"1,027.10","1,024.50","1,028.70","1,024.20",0.16
20140520,"1,025.50","1,021.40","1,028.20","1,021.30",0.29
20140519,"1,022.50","1,022.90","1,025.00","1,021.40",-0.13
20140516,"1,023.82","1,026.90","1,027.70","1,023.42",-0.12
20140515,"1,025.05","1,026.90","1,028.45","1,024.80",-0.28
20140514,"1,027.90","1,021.80","1,028.60","1,021.10",0.53
20140513,"1,022.50","1,022.90","1,024.10","1,021.50",-0.2
20140512,"1,024.58","1,025.90","1,026.30","1,023.50",0.04
20140509,"1,024.20","1,022.20","1,024.95","1,020.60",0.15
20140508,"1,022.70","1,022.80","1,025.20","1,021.70",0.01
20140507,"1,022.55","1,025.90","1,027.35","1,022.40",-0.73
20140506,"1,030.12","1,029.50","1,030.12","1,029.50",0
20140505,"1,030.12","1,029.50","1,030.12","1,029.50",0
20140502,"1,030.12","1,030.60","1,033.12","1,029.50",-0.33
20140501,"1,033.50","1,032.75","1,033.50","1,032.75",0
20140430,"1,033.50","1,030.40","1,034.35","1,029.90",0.31
20140429,"1,030.28","1,031.90","1,033.55","1,029.83",-0.47
20140428,"1,035.15","1,038.60","1,040.15","1,034.80",-0.58
20140425,"1,041.20","1,037.50","1,041.55","1,036.80",0.14
